key,country,statisticalArea1,statisticalArea1Code,statisticalArea2,statisticalArea2Code,statisticalArea3,statisticalArea3Code
LA11,GBR,North West (England),UKD,Cumbria,UKD1,East Cumbria,UKD12
LA12,GBR,North West (England),UKD,Cumbria,UKD1,East Cumbria,UKD12
LA13,GBR,North West (England),UKD,Cumbria,UKD1,West Cumbria,UKD11
LA14,GBR,North West (England),UKD,Cumbria,UKD1,West Cumbria,UKD11
LA15,GBR,North West (England),UKD,Cumbria,UKD1,West Cumbria,UKD11
LA16,GBR,North West (England),UKD,Cumbria,UKD1,West Cumbria,UKD11
LA17,GBR,North West (England),UKD,Cumbria,UKD1,East Cumbria,UKD12
LA18,GBR,North West (England),UKD,Cumbria,UKD1,West Cumbria,UKD11
LA19,GBR,North West (England),UKD,Cumbria,UKD1,West Cumbria,UKD11
LA2,GBR,North West (England),UKD,Lancashire,UKD4,Lancaster and Wyre,UKD44
LA20,GBR,North West (England),UKD,Cumbria,UKD1,East Cumbria,UKD12
LA21,GBR,North West (England),UKD,Cumbria,UKD1,East Cumbria,UKD12
LA22,GBR,North West (England),UKD,Cumbria,UKD1,East Cumbria,UKD12
LA23,GBR,North West (England),UKD,Cumbria,UKD1,East Cumbria,UKD12
LA3,GBR,North West (England),UKD,Lancashire,UKD4,Lancaster and Wyre,UKD44
LA4,GBR,North West (England),UKD,Lancashire,UKD4,Lancaster and Wyre,UKD44
LA5,GBR,North West (England),UKD,Lancashire,UKD4,Lancaster and Wyre,UKD44
LA6,GBR,North West (England),UKD,Cumbria,UKD1,East Cumbria,UKD12
LA7,GBR,North West (England),UKD,Cumbria,UKD1,East Cumbria,UKD12
LA8,GBR,North West (England),UKD,Cumbria,UKD1,East Cumbria,UKD12
LA9,GBR,North West (England),UKD,Cumbria,UKD1,East Cumbria,UKD12
LD1,GBR,Wales,UKL,East Wales,UKL2,Powys,UKL24
LD2,GBR,Wales,UKL,East Wales,UKL2,Powys,UKL24
LD3,GBR,Wales,UKL,East Wales,UKL2,Powys,UKL24
LD4,GBR,Wales,UKL,East Wales,UKL2,Powys,UKL24
LD5,GBR,Wales,UKL,East Wales,UKL2,Powys,UKL24
LD6,GBR,Wales,UKL,East Wales,UKL2,Powys,UKL24
LD7,GBR,Wales,UKL,East Wales,UKL2,Powys,UKL24
LD8,GBR,Wales,UKL,East Wales,UKL2,Powys,UKL24
LE1,GBR,East Midlands (England),UKF,"Leicestershire, Rutland and Northamptonshire",UKF2,Leicester,UKF21
LE10,GBR,East Midlands (England),UKF,"Leicestershire, Rutland and Northamptonshire",UKF2,Leicestershire CC and Rutland,UKF22
LE11,GBR,East Midlands (England),UKF,"Leicestershire, Rutland and Northamptonshire",UKF2,Leicestershire CC and Rutland,UKF22
LE12,GBR,East Midlands (England),UKF,"Leicestershire, Rutland and Northamptonshire",UKF2,Leicestershire CC and Rutland,UKF22
LE13,GBR,East Midlands (England),UKF,"Leicestershire, Rutland and Northamptonshire",UKF2,Leicestershire CC and Rutland,UKF22
LE14,GBR,East Midlands (England),UKF,"Leicestershire, Rutland and Northamptonshire",UKF2,Leicestershire CC and Rutland,UKF22
LE15,GBR,East Midlands (England),UKF,"Leicestershire, Rutland and Northamptonshire",UKF2,Leicestershire CC and Rutland,UKF22
LE16,GBR,East Midlands (England),UKF,"Leicestershire, Rutland and Northamptonshire",UKF2,Leicestershire CC and Rutland,UKF22
LE17,GBR,East Midlands (England),UKF,"Leicestershire, Rutland and Northamptonshire",UKF2,Leicestershire CC and Rutland,UKF22
LE18,GBR,East Midlands (England),UKF,"Leicestershire, Rutland and Northamptonshire",UKF2,Leicestershire CC and Rutland,UKF22
LE19,GBR,East Midlands (England),UKF,"Leicestershire, Rutland and Northamptonshire",UKF2,Leicestershire CC and Rutland,UKF22
LE2,GBR,East Midlands (England),UKF,"Leicestershire, Rutland and Northamptonshire",UKF2,Leicester,UKF21
LE21,GBR,East Midlands (England),UKF,"Leicestershire, Rutland and Northamptonshire",UKF2,Leicester,UKF21
LE3,GBR,East Midlands (England),UKF,"Leicestershire, Rutland and Northamptonshire",UKF2,Leicester,UKF21
LE4,GBR,East Midlands (England),UKF,"Leicestershire, Rutland and Northamptonshire",UKF2,Leicester,UKF21
LE41,GBR,East Midlands (England),UKF,"Leicestershire, Rutland and Northamptonshire",UKF2,Leicestershire CC and Rutland,UKF22
LE5,GBR,East Midlands (England),UKF,"Leicestershire, Rutland and Northamptonshire",UKF2,Leicester,UKF21
LE55,GBR,East Midlands (England),UKF,"Leicestershire, Rutland and Northamptonshire",UKF2,Leicester,UKF21
LE6,GBR,East Midlands (England),UKF,"Leicestershire, Rutland and Northamptonshire",UKF2,Leicestershire CC and Rutland,UKF22
LE65,GBR,East Midlands (England),UKF,"Leicestershire, Rutland and Northamptonshire",UKF2,Leicestershire CC and Rutland,UKF22
LE67,GBR,East Midlands (England),UKF,"Leicestershire, Rutland and Northamptonshire",UKF2,Leicestershire CC and Rutland,UKF22
LE7,GBR,East Midlands (England),UKF,"Leicestershire, Rutland and Northamptonshire",UKF2,Leicestershire CC and Rutland,UKF22
LE8,GBR,East Midlands (England),UKF,"Leicestershire, Rutland and Northamptonshire",UKF2,Leicestershire CC and Rutland,UKF22
LE87,GBR,East Midlands (England),UKF,"Leicestershire, Rutland and Northamptonshire",UKF2,Leicester,UKF21
LE9,GBR,East Midlands (England),UKF,"Leicestershire, Rutland and Northamptonshire",UKF2,Leicestershire CC and Rutland,UKF22
LE94,GBR,East Midlands (England),UKF,"Leicestershire, Rutland and Northamptonshire",UKF2,Leicestershire CC and Rutland,UKF22
LE95,GBR,East Midlands (England),UKF,"Leicestershire, Rutland and Northamptonshire",UKF2,Leicestershire CC and Rutland,UKF22
LL11,GBR,Wales,UKL,East Wales,UKL2,Flintshire and Wrexham,UKL23
LL12,GBR,Wales,UKL,East Wales,UKL2,Flintshire and Wrexham,UKL23
LL13,GBR,Wales,UKL,East Wales,UKL2,Flintshire and Wrexham,UKL23
LL14,GBR,Wales,UKL,East Wales,UKL2,Flintshire and Wrexham,UKL23
LL15,GBR,Wales,UKL,West Wales and The Valleys,UKL1,Conwy and Denbighshire,UKL13
LL16,GBR,Wales,UKL,West Wales and The Valleys,UKL1,Conwy and Denbighshire,UKL13
LL17,GBR,Wales,UKL,West Wales and The Valleys,UKL1,Conwy and Denbighshire,UKL13
LL18,GBR,Wales,UKL,West Wales and The Valleys,UKL1,Conwy and Denbighshire,UKL13
LL19,GBR,Wales,UKL,West Wales and The Valleys,UKL1,Conwy and Denbighshire,UKL13
LL20,GBR,Wales,UKL,West Wales and The Valleys,UKL1,Conwy and Denbighshire,UKL13
LL21,GBR,Wales,UKL,West Wales and The Valleys,UKL1,Conwy and Denbighshire,UKL13
LL22,GBR,Wales,UKL,West Wales and The Valleys,UKL1,Conwy and Denbighshire,UKL13
LL23,GBR,Wales,UKL,West Wales and The Valleys,UKL1,Gwynedd,UKL12
LL24,GBR,Wales,UKL,West Wales and The Valleys,UKL1,Conwy and Denbighshire,UKL13
LL25,GBR,Wales,UKL,West Wales and The Valleys,UKL1,Conwy and Denbighshire,UKL13
LL26,GBR,Wales,UKL,West Wales and The Valleys,UKL1,Conwy and Denbighshire,UKL13
LL27,GBR,Wales,UKL,West Wales and The Valleys,UKL1,Conwy and Denbighshire,UKL13
LL28,GBR,Wales,UKL,West Wales and The Valleys,UKL1,Conwy and Denbighshire,UKL13
LL29,GBR,Wales,UKL,West Wales and The Valleys,UKL1,Conwy and Denbighshire,UKL13
LL30,GBR,Wales,UKL,West Wales and The Valleys,UKL1,Conwy and Denbighshire,UKL13
LL31,GBR,Wales,UKL,West Wales and The Valleys,UKL1,Conwy and Denbighshire,UKL13
LL32,GBR,Wales,UKL,West Wales and The Valleys,UKL1,Conwy and Denbighshire,UKL13
LL33,GBR,Wales,UKL,West Wales and The Valleys,UKL1,Conwy and Denbighshire,UKL13
LL34,GBR,Wales,UKL,West Wales and The Valleys,UKL1,Conwy and Denbighshire,UKL13
LL35,GBR,Wales,UKL,West Wales and The Valleys,UKL1,Gwynedd,UKL12
LL36,GBR,Wales,UKL,West Wales and The Valleys,UKL1,Gwynedd,UKL12
LL37,GBR,Wales,UKL,West Wales and The Valleys,UKL1,Gwynedd,UKL12
LL38,GBR,Wales,UKL,West Wales and The Valleys,UKL1,Gwynedd,UKL12
LL39,GBR,Wales,UKL,West Wales and The Valleys,UKL1,Gwynedd,UKL12
LL40,GBR,Wales,UKL,West Wales and The Valleys,UKL1,Gwynedd,UKL12
LL41,GBR,Wales,UKL,West Wales and The Valleys,UKL1,Gwynedd,UKL12
LL42,GBR,Wales,UKL,West Wales and The Valleys,UKL1,Gwynedd,UKL12
LL43,GBR,Wales,UKL,West Wales and The Valleys,UKL1,Gwynedd,UKL12
LL44,GBR,Wales,UKL,West Wales and The Valleys,UKL1,Gwynedd,UKL12
LL45,GBR,Wales,UKL,West Wales and The Valleys,UKL1,Gwynedd,UKL12
LL46,GBR,Wales,UKL,West Wales and The Valleys,UKL1,Gwynedd,UKL12
LL47,GBR,Wales,UKL,West Wales and The Valleys,UKL1,Gwynedd,UKL12
LL48,GBR,Wales,UKL,West Wales and The Valleys,UKL1,Gwynedd,UKL12
LL49,GBR,Wales,UKL,West Wales and The Valleys,UKL1,Gwynedd,UKL12
LL51,GBR,Wales,UKL,West Wales and The Valleys,UKL1,Gwynedd,UKL12
LL52,GBR,Wales,UKL,West Wales and The Valleys,UKL1,Gwynedd,UKL12
LL53,GBR,Wales,UKL,West Wales and The Valleys,UKL1,Gwynedd,UKL12
LL54,GBR,Wales,UKL,West Wales and The Valleys,UKL1,Gwynedd,UKL12
LL55,GBR,Wales,UKL,West Wales and The Valleys,UKL1,Gwynedd,UKL12
LL56,GBR,Wales,UKL,West Wales and The Valleys,UKL1,Gwynedd,UKL12
LL57,GBR,Wales,UKL,West Wales and The Valleys,UKL1,Gwynedd,UKL12
LL58,GBR,Wales,UKL,West Wales and The Valleys,UKL1,Isle of Anglesey,UKL11
LL59,GBR,Wales,UKL,West Wales and The Valleys,UKL1,Isle of Anglesey,UKL11
LL60,GBR,Wales,UKL,West Wales and The Valleys,UKL1,Isle of Anglesey,UKL11
LL61,GBR,Wales,UKL,West Wales and The Valleys,UKL1,Isle of Anglesey,UKL11
LL62,GBR,Wales,UKL,West Wales and The Valleys,UKL1,Isle of Anglesey,UKL11
LL63,GBR,Wales,UKL,West Wales and The Valleys,UKL1,Isle of Anglesey,UKL11
LL64,GBR,Wales,UKL,West Wales and The Valleys,UKL1,Isle of Anglesey,UKL11
LL65,GBR,Wales,UKL,West Wales and The Valleys,UKL1,Isle of Anglesey,UKL11
LL66,GBR,Wales,UKL,West Wales and The Valleys,UKL1,Isle of Anglesey,UKL11
LL67,GBR,Wales,UKL,West Wales and The Valleys,UKL1,Isle of Anglesey,UKL11
LL68,GBR,Wales,UKL,West Wales and The Valleys,UKL1,Isle of Anglesey,UKL11
LL69,GBR,Wales,UKL,West Wales and The Valleys,UKL1,Isle of Anglesey,UKL11
LL70,GBR,Wales,UKL,West Wales and The Valleys,UKL1,Isle of Anglesey,UKL11
LL71,GBR,Wales,UKL,West Wales and The Valleys,UKL1,Isle of Anglesey,UKL11
LL72,GBR,Wales,UKL,West Wales and The Valleys,UKL1,Isle of Anglesey,UKL11
LL73,GBR,Wales,UKL,West Wales and The Valleys,UKL1,Isle of Anglesey,UKL11
LL74,GBR,Wales,UKL,West Wales and The Valleys,UKL1,Isle of Anglesey,UKL11
LL75,GBR,Wales,UKL,West Wales and The Valleys,UKL1,Isle of Anglesey,UKL11
LL76,GBR,Wales,UKL,West Wales and The Valleys,UKL1,Isle of Anglesey,UKL11
LL77,GBR,Wales,UKL,West Wales and The Valleys,UKL1,Isle of Anglesey,UKL11
LL78,GBR,Wales,UKL,West Wales and The Valleys,UKL1,Isle of Anglesey,UKL11
LN1,GBR,East Midlands (England),UKF,Lincolnshire,UKF3,Lincolnshire,UKF30
LN10,GBR,East Midlands (England),UKF,Lincolnshire,UKF3,Lincolnshire,UKF30
LN11,GBR,East Midlands (England),UKF,Lincolnshire,UKF3,Lincolnshire,UKF30
LN12,GBR,East Midlands (England),UKF,Lincolnshire,UKF3,Lincolnshire,UKF30
LN13,GBR,East Midlands (England),UKF,Lincolnshire,UKF3,Lincolnshire,UKF30
LN2,GBR,East Midlands (England),UKF,Lincolnshire,UKF3,Lincolnshire,UKF30
LN3,GBR,East Midlands (England),UKF,Lincolnshire,UKF3,Lincolnshire,UKF30
LN4,GBR,East Midlands (England),UKF,Lincolnshire,UKF3,Lincolnshire,UKF30
LN5,GBR,East Midlands (England),UKF,Lincolnshire,UKF3,Lincolnshire,UKF30
LN6,GBR,East Midlands (England),UKF,Lincolnshire,UKF3,Lincolnshire,UKF30
LN7,GBR,East Midlands (England),UKF,Lincolnshire,UKF3,Lincolnshire,UKF30
LN8,GBR,East Midlands (England),UKF,Lincolnshire,UKF3,Lincolnshire,UKF30
LN9,GBR,East Midlands (England),UKF,Lincolnshire,UKF3,Lincolnshire,UKF30
LS1,GBR,Yorkshire and the Humber,UKE,West Yorkshire,UKE4,Leeds,UKE42
LS10,GBR,Yorkshire and the Humber,UKE,West Yorkshire,UKE4,Leeds,UKE42
LS11,GBR,Yorkshire and the Humber,UKE,West Yorkshire,UKE4,Leeds,UKE42
LS12,GBR,Yorkshire and the Humber,UKE,West Yorkshire,UKE4,Leeds,UKE42
LS13,GBR,Yorkshire and the Humber,UKE,West Yorkshire,UKE4,Leeds,UKE42
LS14,GBR,Yorkshire and the Humber,UKE,West Yorkshire,UKE4,Leeds,UKE42
LS15,GBR,Yorkshire and the Humber,UKE,West Yorkshire,UKE4,Leeds,UKE42
LS16,GBR,Yorkshire and the Humber,UKE,West Yorkshire,UKE4,Leeds,UKE42
LS17,GBR,Yorkshire and the Humber,UKE,West Yorkshire,UKE4,Leeds,UKE42
LS18,GBR,Yorkshire and the Humber,UKE,West Yorkshire,UKE4,Leeds,UKE42
LS19,GBR,Yorkshire and the Humber,UKE,West Yorkshire,UKE4,Leeds,UKE42
LS2,GBR,Yorkshire and the Humber,UKE,West Yorkshire,UKE4,Leeds,UKE42
LS20,GBR,Yorkshire and the Humber,UKE,West Yorkshire,UKE4,Leeds,UKE42
LS21,GBR,Yorkshire and the Humber,UKE,West Yorkshire,UKE4,Leeds,UKE42
LS22,GBR,Yorkshire and the Humber,UKE,West Yorkshire,UKE4,Leeds,UKE42
LS23,GBR,Yorkshire and the Humber,UKE,West Yorkshire,UKE4,Leeds,UKE42
LS24,GBR,Yorkshire and the Humber,UKE,North Yorkshire,UKE2,North Yorkshire CC,UKE22
LS25,GBR,Yorkshire and the Humber,UKE,West Yorkshire,UKE4,Leeds,UKE42
LS26,GBR,Yorkshire and the Humber,UKE,West Yorkshire,UKE4,Leeds,UKE42
LS27,GBR,Yorkshire and the Humber,UKE,West Yorkshire,UKE4,Leeds,UKE42
LS28,GBR,Yorkshire and the Humber,UKE,West Yorkshire,UKE4,Leeds,UKE42
LS29,GBR,Yorkshire and the Humber,UKE,West Yorkshire,UKE4,Bradford,UKE41
LS3,GBR,Yorkshire and the Humber,UKE,West Yorkshire,UKE4,Leeds,UKE42
LS4,GBR,Yorkshire and the Humber,UKE,West Yorkshire,UKE4,Leeds,UKE42
LS5,GBR,Yorkshire and the Humber,UKE,West Yorkshire,UKE4,Leeds,UKE42
LS6,GBR,Yorkshire and the Humber,UKE,West Yorkshire,UKE4,Leeds,UKE42
LS7,GBR,Yorkshire and the Humber,UKE,West Yorkshire,UKE4,Leeds,UKE42
LS8,GBR,Yorkshire and the Humber,UKE,West Yorkshire,UKE4,Leeds,UKE42
LS88,GBR,Yorkshire and the Humber,UKE,West Yorkshire,UKE4,Leeds,UKE42
LS9,GBR,Yorkshire and the Humber,UKE,West Yorkshire,UKE4,Leeds,UKE42
LS98,GBR,Yorkshire and the Humber,UKE,West Yorkshire,UKE4,Leeds,UKE42
LS99,GBR,Yorkshire and the Humber,UKE,West Yorkshire,UKE4,Leeds,UKE42
LU1,GBR,East of England,UKH,Bedfordshire and Hertfordshire,UKH2,Luton,UKH21
LU2,GBR,East of England,UKH,Bedfordshire and Hertfordshire,UKH2,Luton,UKH21
LU3,GBR,East of England,UKH,Bedfordshire and Hertfordshire,UKH2,Luton,UKH21
LU4,GBR,East of England,UKH,Bedfordshire and Hertfordshire,UKH2,Luton,UKH21
LU5,GBR,East of England,UKH,Bedfordshire and Hertfordshire,UKH2,Central Bedfordshire,UKH25
LU6,GBR,East of England,UKH,Bedfordshire and Hertfordshire,UKH2,Central Bedfordshire,UKH25
LU7,GBR,East of England,UKH,Bedfordshire and Hertfordshire,UKH2,Central Bedfordshire,UKH25
M1,GBR,North West (England),UKD,Greater Manchester,UKD3,Manchester,UKD33
M11,GBR,North West (England),UKD,Greater Manchester,UKD3,Manchester,UKD33
M12,GBR,North West (England),UKD,Greater Manchester,UKD3,Manchester,UKD33
M13,GBR,North West (England),UKD,Greater Manchester,UKD3,Manchester,UKD33
M14,GBR,North West (England),UKD,Greater Manchester,UKD3,Manchester,UKD33
M15,GBR,North West (England),UKD,Greater Manchester,UKD3,Manchester,UKD33
M16,GBR,North West (England),UKD,Greater Manchester,UKD3,Greater Manchester South West,UKD34
M17,GBR,North West (England),UKD,Greater Manchester,UKD3,Greater Manchester South West,UKD34
M18,GBR,North West (England),UKD,Greater Manchester,UKD3,Manchester,UKD33
M19,GBR,North West (England),UKD,Greater Manchester,UKD3,Manchester,UKD33
M2,GBR,North West (England),UKD,Greater Manchester,UKD3,Manchester,UKD33
M20,GBR,North West (England),UKD,Greater Manchester,UKD3,Manchester,UKD33
M21,GBR,North West (England),UKD,Greater Manchester,UKD3,Manchester,UKD33
M22,GBR,North West (England),UKD,Greater Manchester,UKD3,Manchester,UKD33
M23,GBR,North West (England),UKD,Greater Manchester,UKD3,Manchester,UKD33
M24,GBR,North West (England),UKD,Greater Manchester,UKD3,Greater Manchester North East,UKD37
M25,GBR,North West (England),UKD,Greater Manchester,UKD3,Greater Manchester North East,UKD37
M26,GBR,North West (England),UKD,Greater Manchester,UKD3,Greater Manchester North East,UKD37
M27,GBR,North West (England),UKD,Greater Manchester,UKD3,Greater Manchester South West,UKD34
M28,GBR,North West (England),UKD,Greater Manchester,UKD3,Greater Manchester South West,UKD34
M29,GBR,North West (England),UKD,Greater Manchester,UKD3,Greater Manchester North West,UKD36
M3,GBR,North West (England),UKD,Greater Manchester,UKD3,Greater Manchester South West,UKD34
M30,GBR,North West (England),UKD,Greater Manchester,UKD3,Greater Manchester South West,UKD34
M31,GBR,North West (England),UKD,Greater Manchester,UKD3,Greater Manchester South West,UKD34
M32,GBR,North West (England),UKD,Greater Manchester,UKD3,Greater Manchester South West,UKD34
M33,GBR,North West (England),UKD,Greater Manchester,UKD3,Greater Manchester South West,UKD34
M34,GBR,North West (England),UKD,Greater Manchester,UKD3,Greater Manchester South East,UKD35
M35,GBR,North West (England),UKD,Greater Manchester,UKD3,Greater Manchester North East,UKD37
M38,GBR,North West (England),UKD,Greater Manchester,UKD3,Greater Manchester South West,UKD34
M4,GBR,North West (England),UKD,Greater Manchester,UKD3,Manchester,UKD33
M40,GBR,North West (England),UKD,Greater Manchester,UKD3,Manchester,UKD33
M41,GBR,North West (England),UKD,Greater Manchester,UKD3,Greater Manchester South West,UKD34
M43,GBR,North West (England),UKD,Greater Manchester,UKD3,Greater Manchester South East,UKD35
M44,GBR,North West (England),UKD,Greater Manchester,UKD3,Greater Manchester South West,UKD34
M45,GBR,North West (England),UKD,Greater Manchester,UKD3,Greater Manchester North East,UKD37
M46,GBR,North West (England),UKD,Greater Manchester,UKD3,Greater Manchester North West,UKD36
M5,GBR,North West (England),UKD,Greater Manchester,UKD3,Greater Manchester South West,UKD34
M50,GBR,North West (England),UKD,Greater Manchester,UKD3,Greater Manchester South West,UKD34
M6,GBR,North West (England),UKD,Greater Manchester,UKD3,Greater Manchester South West,UKD34
M60,GBR,North West (England),UKD,Greater Manchester,UKD3,Manchester,UKD33
M61,GBR,North West (England),UKD,Greater Manchester,UKD3,Manchester,UKD33
M7,GBR,North West (England),UKD,Greater Manchester,UKD3,Greater Manchester South West,UKD34
M8,GBR,North West (England),UKD,Greater Manchester,UKD3,Manchester,UKD33
M9,GBR,North West (England),UKD,Greater Manchester,UKD3,Manchester,UKD33
M90,GBR,North West (England),UKD,Greater Manchester,UKD3,Manchester,UKD33
M99,GBR,North West (England),UKD,Greater Manchester,UKD3,Manchester,UKD33
ME1,GBR,South East (England),UKJ,Kent,UKJ4,Medway,UKJ41
ME10,GBR,South East (England),UKJ,Kent,UKJ4,Kent Thames Gateway,UKJ43
ME11,GBR,South East (England),UKJ,Kent,UKJ4,Kent Thames Gateway,UKJ43
ME12,GBR,South East (England),UKJ,Kent,UKJ4,Kent Thames Gateway,UKJ43
ME13,GBR,South East (England),UKJ,Kent,UKJ4,Kent Thames Gateway,UKJ43
ME14,GBR,South East (England),UKJ,Kent,UKJ4,Mid Kent,UKJ45
ME15,GBR,South East (England),UKJ,Kent,UKJ4,Mid Kent,UKJ45
ME16,GBR,South East (England),UKJ,Kent,UKJ4,Mid Kent,UKJ45
ME17,GBR,South East (England),UKJ,Kent,UKJ4,Mid Kent,UKJ45
ME18,GBR,South East (England),UKJ,Kent,UKJ4,Mid Kent,UKJ45
ME19,GBR,South East (England),UKJ,Kent,UKJ4,West Kent,UKJ46
ME2,GBR,South East (England),UKJ,Kent,UKJ4,Medway,UKJ41
ME20,GBR,South East (England),UKJ,Kent,UKJ4,West Kent,UKJ46
ME3,GBR,South East (England),UKJ,Kent,UKJ4,Medway,UKJ41
ME4,GBR,South East (England),UKJ,Kent,UKJ4,Medway,UKJ41
ME5,GBR,South East (England),UKJ,Kent,UKJ4,Medway,UKJ41
ME6,GBR,South East (England),UKJ,Kent,UKJ4,West Kent,UKJ46
ME7,GBR,South East (England),UKJ,Kent,UKJ4,Medway,UKJ41
ME8,GBR,South East (England),UKJ,Kent,UKJ4,Medway,UKJ41
ME9,GBR,South East (England),UKJ,Kent,UKJ4,Kent Thames Gateway,UKJ43
ME99,GBR,South East (England),UKJ,Kent,UKJ4,Mid Kent,UKJ45
MK1,GBR,South East (England),UKJ,"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,Milton Keynes,UKJ12
MK10,GBR,South East (England),UKJ,"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,Milton Keynes,UKJ12
MK11,GBR,South East (England),UKJ,"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,Milton Keynes,UKJ12
MK12,GBR,South East (England),UKJ,"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,Milton Keynes,UKJ12
MK13,GBR,South East (England),UKJ,"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,Milton Keynes,UKJ12
MK14,GBR,South East (England),UKJ,"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,Milton Keynes,UKJ12
MK15,GBR,South East (England),UKJ,"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,Milton Keynes,UKJ12
MK16,GBR,South East (England),UKJ,"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,Milton Keynes,UKJ12
MK17,GBR,South East (England),UKJ,"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,Buckinghamshire CC,UKJ13
MK18,GBR,South East (England),UKJ,"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,Buckinghamshire CC,UKJ13
MK19,GBR,East Midlands (England),UKF,"Leicestershire, Rutland and Northamptonshire",UKF2,West Northamptonshire,UKF24
MK2,GBR,South East (England),UKJ,"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,Milton Keynes,UKJ12
MK3,GBR,South East (England),UKJ,"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,Milton Keynes,UKJ12
MK4,GBR,South East (England),UKJ,"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,Milton Keynes,UKJ12
MK40,GBR,East of England,UKH,Bedfordshire and Hertfordshire,UKH2,Bedford,UKH24
MK41,GBR,East of England,UKH,Bedfordshire and Hertfordshire,UKH2,Bedford,UKH24
MK42,GBR,East of England,UKH,Bedfordshire and Hertfordshire,UKH2,Bedford,UKH24
MK43,GBR,East of England,UKH,Bedfordshire and Hertfordshire,UKH2,Bedford,UKH24
MK44,GBR,East of England,UKH,Bedfordshire and Hertfordshire,UKH2,Bedford,UKH24
MK45,GBR,East of England,UKH,Bedfordshire and Hertfordshire,UKH2,Central Bedfordshire,UKH25
MK46,GBR,South East (England),UKJ,"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,Milton Keynes,UKJ12
MK5,GBR,South East (England),UKJ,"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,Milton Keynes,UKJ12
MK6,GBR,South East (England),UKJ,"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,Milton Keynes,UKJ12
MK7,GBR,South East (England),UKJ,"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,Milton Keynes,UKJ12
MK77,GBR,South East (England),UKJ,"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,Milton Keynes,UKJ12
MK8,GBR,South East (England),UKJ,"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,Milton Keynes,UKJ12
MK9,GBR,South East (England),UKJ,"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,Milton Keynes,UKJ12
ML1,GBR,Scotland,UKM,West Central Scotland,UKM8,North Lanarkshire,UKM84
ML10,GBR,Scotland,UKM,Southern Scotland,UKM9,South Lanarkshire,UKM95
ML11,GBR,Scotland,UKM,Southern Scotland,UKM9,South Lanarkshire,UKM95
ML12,GBR,Scotland,UKM,Southern Scotland,UKM9,South Lanarkshire,UKM95
ML2,GBR,Scotland,UKM,West Central Scotland,UKM8,North Lanarkshire,UKM84
ML3,GBR,Scotland,UKM,Southern Scotland,UKM9,South Lanarkshire,UKM95
ML4,GBR,Scotland,UKM,West Central Scotland,UKM8,North Lanarkshire,UKM84
ML5,GBR,Scotland,UKM,West Central Scotland,UKM8,North Lanarkshire,UKM84
ML6,GBR,Scotland,UKM,West Central Scotland,UKM8,North Lanarkshire,UKM84
ML7,GBR,Scotland,UKM,West Central Scotland,UKM8,North Lanarkshire,UKM84
ML8,GBR,Scotland,UKM,Southern Scotland,UKM9,South Lanarkshire,UKM95
ML9,GBR,Scotland,UKM,Southern Scotland,UKM9,South Lanarkshire,UKM95
N1,GBR,London,UKI,Inner London — East,UKI4,Haringey and Islington,UKI43
N10,GBR,London,UKI,Inner London — East,UKI4,Haringey and Islington,UKI43
N11,GBR,London,UKI,Outer London — West and North West,UKI7,Barnet,UKI71
N12,GBR,London,UKI,Outer London — West and North West,UKI7,Barnet,UKI71
N13,GBR,London,UKI,Outer London — East and North East,UKI5,Enfield,UKI54
N14,GBR,London,UKI,Outer London — East and North East,UKI5,Enfield,UKI54
N15,GBR,London,UKI,Inner London — East,UKI4,Haringey and Islington,UKI43
N16,GBR,London,UKI,Inner London — East,UKI4,Hackney and Newham,UKI41
N17,GBR,London,UKI,Inner London — East,UKI4,Haringey and Islington,UKI43
N18,GBR,London,UKI,Outer London — East and North East,UKI5,Enfield,UKI54
N19,GBR,London,UKI,Inner London — East,UKI4,Haringey and Islington,UKI43
N1C,GBR,London,UKI,Inner London — West,UKI3,Camden and City of London,UKI31
N1P,GBR,London,UKI,Inner London — East,UKI4,Haringey and Islington,UKI43
N2,GBR,London,UKI,Outer London — West and North West,UKI7,Barnet,UKI71
N20,GBR,London,UKI,Outer London — West and North West,UKI7,Barnet,UKI71
N21,GBR,London,UKI,Outer London — East and North East,UKI5,Enfield,UKI54
N22,GBR,London,UKI,Inner London — East,UKI4,Haringey and Islington,UKI43
