key,country,statisticalArea1,statisticalArea1Code,statisticalArea2,statisticalArea2Code,statisticalArea3,statisticalArea3Code
HA4,GBR,London,UKI,Outer London — West and North West,UKI7,Harrow and Hillingdon,UKI74
HA5,GBR,London,UKI,Outer London — West and North West,UKI7,Harrow and Hillingdon,UKI74
HA6,GBR,London,UKI,Outer London — West and North West,UKI7,Harrow and Hillingdon,UKI74
HA7,GBR,London,UKI,Outer London — West and North West,UKI7,Harrow and Hillingdon,UKI74
HA8,GBR,London,UKI,Outer London — West and North West,UKI7,Barnet,UKI71
HA9,GBR,London,UKI,Outer London — West and North West,UKI7,Brent,UKI72
HD1,GBR,Yorkshire and the Humber,UKE,West Yorkshire,UKE4,Calderdale and Kirklees,UKE44
HD2,GBR,Yorkshire and the Humber,UKE,West Yorkshire,UKE4,Calderdale and Kirklees,UKE44
HD3,GBR,Yorkshire and the Humber,UKE,West Yorkshire,UKE4,Calderdale and Kirklees,UKE44
HD4,GBR,Yorkshire and the Humber,UKE,West Yorkshire,UKE4,Calderdale and Kirklees,UKE44
HD5,GBR,Yorkshire and the Humber,UKE,West Yorkshire,UKE4,Calderdale and Kirklees,UKE44
HD6,GBR,Yorkshire and the Humber,UKE,West Yorkshire,UKE4,Calderdale and Kirklees,UKE44
HD7,GBR,Yorkshire and the Humber,UKE,West Yorkshire,UKE4,Calderdale and Kirklees,UKE44
HD8,GBR,Yorkshire and the Humber,UKE,West Yorkshire,UKE4,Calderdale and Kirklees,UKE44
HD9,GBR,Yorkshire and the Humber,UKE,West Yorkshire,UKE4,Calderdale and Kirklees,UKE44
HG1,GBR,Yorkshire and the Humber,UKE,North Yorkshire,UKE2,North Yorkshire CC,UKE22
HG2,GBR,Yorkshire and the Humber,UKE,North Yorkshire,UKE2,North Yorkshire CC,UKE22
HG3,GBR,Yorkshire and the Humber,UKE,North Yorkshire,UKE2,North Yorkshire CC,UKE22
HG4,GBR,Yorkshire and the Humber,UKE,North Yorkshire,UKE2,North Yorkshire CC,UKE22
HG5,GBR,Yorkshire and the Humber,UKE,North Yorkshire,UKE2,North Yorkshire CC,UKE22
HP1,GBR,East of England,UKH,Bedfordshire and Hertfordshire,UKH2,Hertfordshire,UKH23
HP10,GBR,South East (England),UKJ,"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,Buckinghamshire CC,UKJ13
HP11,GBR,South East (England),UKJ,"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,Buckinghamshire CC,UKJ13
HP12,GBR,South East (England),UKJ,"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,Buckinghamshire CC,UKJ13
HP13,GBR,South East (England),UKJ,"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,Buckinghamshire CC,UKJ13
HP14,GBR,South East (England),UKJ,"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,Buckinghamshire CC,UKJ13
HP15,GBR,South East (England),UKJ,"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,Buckinghamshire CC,UKJ13
HP16,GBR,South East (England),UKJ,"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,Buckinghamshire CC,UKJ13
HP17,GBR,South East (England),UKJ,"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,Buckinghamshire CC,UKJ13
HP18,GBR,South East (England),UKJ,"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,Buckinghamshire CC,UKJ13
HP19,GBR,South East (England),UKJ,"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,Buckinghamshire CC,UKJ13
HP2,GBR,East of England,UKH,Bedfordshire and Hertfordshire,UKH2,Hertfordshire,UKH23
HP20,GBR,South East (England),UKJ,"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,Buckinghamshire CC,UKJ13
HP21,GBR,South East (England),UKJ,"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,Buckinghamshire CC,UKJ13
HP22,GBR,South East (England),UKJ,"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,Buckinghamshire CC,UKJ13
HP23,GBR,East of England,UKH,Bedfordshire and Hertfordshire,UKH2,Hertfordshire,UKH23
HP27,GBR,South East (England),UKJ,"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,Buckinghamshire CC,UKJ13
HP3,GBR,East of England,UKH,Bedfordshire and Hertfordshire,UKH2,Hertfordshire,UKH23
HP4,GBR,East of England,UKH,Bedfordshire and Hertfordshire,UKH2,Hertfordshire,UKH23
HP5,GBR,South East (England),UKJ,"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,Buckinghamshire CC,UKJ13
HP6,GBR,South East (England),UKJ,"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,Buckinghamshire CC,UKJ13
HP7,GBR,South East (England),UKJ,"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,Buckinghamshire CC,UKJ13
HP8,GBR,South East (England),UKJ,"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,Buckinghamshire CC,UKJ13
HP9,GBR,South East (England),UKJ,"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,Buckinghamshire CC,UKJ13
HR1,GBR,West Midlands (England),UKG,"Herefordshire, Worcestershire and Warwickshire",UKG1,"Herefordshire, County of",UKG11
HR2,GBR,West Midlands (England),UKG,"Herefordshire, Worcestershire and Warwickshire",UKG1,"Herefordshire, County of",UKG11
HR3,GBR,West Midlands (England),UKG,"Herefordshire, Worcestershire and Warwickshire",UKG1,"Herefordshire, County of",UKG11
HR4,GBR,West Midlands (England),UKG,"Herefordshire, Worcestershire and Warwickshire",UKG1,"Herefordshire, County of",UKG11
HR5,GBR,West Midlands (England),UKG,"Herefordshire, Worcestershire and Warwickshire",UKG1,"Herefordshire, County of",UKG11
HR6,GBR,West Midlands (England),UKG,"Herefordshire, Worcestershire and Warwickshire",UKG1,"Herefordshire, County of",UKG11
HR7,GBR,West Midlands (England),UKG,"Herefordshire, Worcestershire and Warwickshire",UKG1,"Herefordshire, County of",UKG11
HR8,GBR,West Midlands (England),UKG,"Herefordshire, Worcestershire and Warwickshire",UKG1,"Herefordshire, County of",UKG11
HR9,GBR,West Midlands (England),UKG,"Herefordshire, Worcestershire and Warwickshire",UKG1,"Herefordshire, County of",UKG11
HS1,GBR,Scotland,UKM,Highlands and Islands,UKM6,Na h-Eileanan Siar (Western Isles),UKM64
HS2,GBR,Scotland,UKM,Highlands and Islands,UKM6,Na h-Eileanan Siar (Western Isles),UKM64
HS3,GBR,Scotland,UKM,Highlands and Islands,UKM6,Na h-Eileanan Siar (Western Isles),UKM64
HS4,GBR,Scotland,UKM,Highlands and Islands,UKM6,Na h-Eileanan Siar (Western Isles),UKM64
HS5,GBR,Scotland,UKM,Highlands and Islands,UKM6,Na h-Eileanan Siar (Western Isles),UKM64
HS6,GBR,Scotland,UKM,Highlands and Islands,UKM6,Na h-Eileanan Siar (Western Isles),UKM64
HS7,GBR,Scotland,UKM,Highlands and Islands,UKM6,Na h-Eileanan Siar (Western Isles),UKM64
HS8,GBR,Scotland,UKM,Highlands and Islands,UKM6,Na h-Eileanan Siar (Western Isles),UKM64
HS9,GBR,Scotland,UKM,Highlands and Islands,UKM6,Na h-Eileanan Siar (Western Isles),UKM64
HU1,GBR,Yorkshire and the Humber,UKE,East Yorkshire and Northern Lincolnshire,UKE1,"Kingston upon Hull, City of",UKE11
HU10,GBR,Yorkshire and the Humber,UKE,East Yorkshire and Northern Lincolnshire,UKE1,East Riding of Yorkshire,UKE12
HU11,GBR,Yorkshire and the Humber,UKE,East Yorkshire and Northern Lincolnshire,UKE1,East Riding of Yorkshire,UKE12
HU12,GBR,Yorkshire and the Humber,UKE,East Yorkshire and Northern Lincolnshire,UKE1,East Riding of Yorkshire,UKE12
HU13,GBR,Yorkshire and the Humber,UKE,East Yorkshire and Northern Lincolnshire,UKE1,East Riding of Yorkshire,UKE12
HU14,GBR,Yorkshire and the Humber,UKE,East Yorkshire and Northern Lincolnshire,UKE1,East Riding of Yorkshire,UKE12
HU15,GBR,Yorkshire and the Humber,UKE,East Yorkshire and Northern Lincolnshire,UKE1,East Riding of Yorkshire,UKE12
HU16,GBR,Yorkshire and the Humber,UKE,East Yorkshire and Northern Lincolnshire,UKE1,East Riding of Yorkshire,UKE12
HU17,GBR,Yorkshire and the Humber,UKE,East Yorkshire and Northern Lincolnshire,UKE1,East Riding of Yorkshire,UKE12
HU18,GBR,Yorkshire and the Humber,UKE,East Yorkshire and Northern Lincolnshire,UKE1,East Riding of Yorkshire,UKE12
HU19,GBR,Yorkshire and the Humber,UKE,East Yorkshire and Northern Lincolnshire,UKE1,East Riding of Yorkshire,UKE12
HU2,GBR,Yorkshire and the Humber,UKE,East Yorkshire and Northern Lincolnshire,UKE1,"Kingston upon Hull, City of",UKE11
HU20,GBR,Yorkshire and the Humber,UKE,East Yorkshire and Northern Lincolnshire,UKE1,East Riding of Yorkshire,UKE12
HU3,GBR,Yorkshire and the Humber,UKE,East Yorkshire and Northern Lincolnshire,UKE1,"Kingston upon Hull, City of",UKE11
HU4,GBR,Yorkshire and the Humber,UKE,East Yorkshire and Northern Lincolnshire,UKE1,"Kingston upon Hull, City of",UKE11
HU5,GBR,Yorkshire and the Humber,UKE,East Yorkshire and Northern Lincolnshire,UKE1,"Kingston upon Hull, City of",UKE11
HU6,GBR,Yorkshire and the Humber,UKE,East Yorkshire and Northern Lincolnshire,UKE1,"Kingston upon Hull, City of",UKE11
HU7,GBR,Yorkshire and the Humber,UKE,East Yorkshire and Northern Lincolnshire,UKE1,"Kingston upon Hull, City of",UKE11
HU8,GBR,Yorkshire and the Humber,UKE,East Yorkshire and Northern Lincolnshire,UKE1,"Kingston upon Hull, City of",UKE11
HU9,GBR,Yorkshire and the Humber,UKE,East Yorkshire and Northern Lincolnshire,UKE1,"Kingston upon Hull, City of",UKE11
HX1,GBR,Yorkshire and the Humber,UKE,West Yorkshire,UKE4,Calderdale and Kirklees,UKE44
HX2,GBR,Yorkshire and the Humber,UKE,West Yorkshire,UKE4,Calderdale and Kirklees,UKE44
HX3,GBR,Yorkshire and the Humber,UKE,West Yorkshire,UKE4,Calderdale and Kirklees,UKE44
HX4,GBR,Yorkshire and the Humber,UKE,West Yorkshire,UKE4,Calderdale and Kirklees,UKE44
HX5,GBR,Yorkshire and the Humber,UKE,West Yorkshire,UKE4,Calderdale and Kirklees,UKE44
HX6,GBR,Yorkshire and the Humber,UKE,West Yorkshire,UKE4,Calderdale and Kirklees,UKE44
HX7,GBR,Yorkshire and the Humber,UKE,West Yorkshire,UKE4,Calderdale and Kirklees,UKE44
IG1,GBR,London,UKI,Outer London — East and North East,UKI5,Redbridge and Waltham Forest,UKI53
IG10,GBR,East of England,UKH,Essex,UKH3,West Essex,UKH35
IG11,GBR,London,UKI,Outer London — East and North East,UKI5,Barking & Dagenham and Havering,UKI52
IG2,GBR,London,UKI,Outer London — East and North East,UKI5,Redbridge and Waltham Forest,UKI53
IG3,GBR,London,UKI,Outer London — East and North East,UKI5,Redbridge and Waltham Forest,UKI53
IG4,GBR,London,UKI,Outer London — East and North East,UKI5,Redbridge and Waltham Forest,UKI53
IG5,GBR,London,UKI,Outer London — East and North East,UKI5,Redbridge and Waltham Forest,UKI53
IG6,GBR,London,UKI,Outer London — East and North East,UKI5,Redbridge and Waltham Forest,UKI53
IG7,GBR,East of England,UKH,Essex,UKH3,West Essex,UKH35
IG8,GBR,London,UKI,Outer London — East and North East,UKI5,Redbridge and Waltham Forest,UKI53
IG9,GBR,East of England,UKH,Essex,UKH3,West Essex,UKH35
IP1,GBR,East of England,UKH,East Anglia,UKH1,Suffolk,UKH14
IP10,GBR,East of England,UKH,East Anglia,UKH1,Suffolk,UKH14
IP11,GBR,East of England,UKH,East Anglia,UKH1,Suffolk,UKH14
IP12,GBR,East of England,UKH,East Anglia,UKH1,Suffolk,UKH14
IP13,GBR,East of England,UKH,East Anglia,UKH1,Suffolk,UKH14
IP14,GBR,East of England,UKH,East Anglia,UKH1,Suffolk,UKH14
IP15,GBR,East of England,UKH,East Anglia,UKH1,Suffolk,UKH14
IP16,GBR,East of England,UKH,East Anglia,UKH1,Suffolk,UKH14
IP17,GBR,East of England,UKH,East Anglia,UKH1,Suffolk,UKH14
IP18,GBR,East of England,UKH,East Anglia,UKH1,Suffolk,UKH14
IP19,GBR,East of England,UKH,East Anglia,UKH1,Suffolk,UKH14
IP2,GBR,East of England,UKH,East Anglia,UKH1,Suffolk,UKH14
IP20,GBR,East of England,UKH,East Anglia,UKH1,Breckland and South Norfolk,UKH17
IP21,GBR,East of England,UKH,East Anglia,UKH1,Suffolk,UKH14
IP22,GBR,East of England,UKH,East Anglia,UKH1,Breckland and South Norfolk,UKH17
IP23,GBR,East of England,UKH,East Anglia,UKH1,Suffolk,UKH14
IP24,GBR,East of England,UKH,East Anglia,UKH1,Breckland and South Norfolk,UKH17
IP25,GBR,East of England,UKH,East Anglia,UKH1,Breckland and South Norfolk,UKH17
IP26,GBR,East of England,UKH,East Anglia,UKH1,North and West Norfolk,UKH16
IP27,GBR,East of England,UKH,East Anglia,UKH1,Suffolk,UKH14
IP28,GBR,East of England,UKH,East Anglia,UKH1,Suffolk,UKH14
IP29,GBR,East of England,UKH,East Anglia,UKH1,Suffolk,UKH14
IP3,GBR,East of England,UKH,East Anglia,UKH1,Suffolk,UKH14
IP30,GBR,East of England,UKH,East Anglia,UKH1,Suffolk,UKH14
IP31,GBR,East of England,UKH,East Anglia,UKH1,Suffolk,UKH14
IP32,GBR,East of England,UKH,East Anglia,UKH1,Suffolk,UKH14
IP33,GBR,East of England,UKH,East Anglia,UKH1,Suffolk,UKH14
IP4,GBR,East of England,UKH,East Anglia,UKH1,Suffolk,UKH14
IP5,GBR,East of England,UKH,East Anglia,UKH1,Suffolk,UKH14
IP6,GBR,East of England,UKH,East Anglia,UKH1,Suffolk,UKH14
IP7,GBR,East of England,UKH,East Anglia,UKH1,Suffolk,UKH14
IP8,GBR,East of England,UKH,East Anglia,UKH1,Suffolk,UKH14
IP9,GBR,East of England,UKH,East Anglia,UKH1,Suffolk,UKH14
IP98,GBR,East of England,UKH,East Anglia,UKH1,Breckland and South Norfolk,UKH17
IV1,GBR,Scotland,UKM,Highlands and Islands,UKM6,"Inverness & Nairn and Moray, Badenoch & Strathspey",UKM62
IV10,GBR,Scotland,UKM,Highlands and Islands,UKM6,Caithness & Sutherland and Ross & Cromarty,UKM61
IV11,GBR,Scotland,UKM,Highlands and Islands,UKM6,Caithness & Sutherland and Ross & Cromarty,UKM61
IV12,GBR,Scotland,UKM,Highlands and Islands,UKM6,"Inverness & Nairn and Moray, Badenoch & Strathspey",UKM62
IV13,GBR,Scotland,UKM,Highlands and Islands,UKM6,"Inverness & Nairn and Moray, Badenoch & Strathspey",UKM62
IV14,GBR,Scotland,UKM,Highlands and Islands,UKM6,Caithness & Sutherland and Ross & Cromarty,UKM61
IV15,GBR,Scotland,UKM,Highlands and Islands,UKM6,Caithness & Sutherland and Ross & Cromarty,UKM61
IV16,GBR,Scotland,UKM,Highlands and Islands,UKM6,Caithness & Sutherland and Ross & Cromarty,UKM61
IV17,GBR,Scotland,UKM,Highlands and Islands,UKM6,Caithness & Sutherland and Ross & Cromarty,UKM61
IV18,GBR,Scotland,UKM,Highlands and Islands,UKM6,Caithness & Sutherland and Ross & Cromarty,UKM61
IV19,GBR,Scotland,UKM,Highlands and Islands,UKM6,Caithness & Sutherland and Ross & Cromarty,UKM61
IV2,GBR,Scotland,UKM,Highlands and Islands,UKM6,"Inverness & Nairn and Moray, Badenoch & Strathspey",UKM62
IV20,GBR,Scotland,UKM,Highlands and Islands,UKM6,Caithness & Sutherland and Ross & Cromarty,UKM61
IV21,GBR,Scotland,UKM,Highlands and Islands,UKM6,Caithness & Sutherland and Ross & Cromarty,UKM61
IV22,GBR,Scotland,UKM,Highlands and Islands,UKM6,Caithness & Sutherland and Ross & Cromarty,UKM61
IV23,GBR,Scotland,UKM,Highlands and Islands,UKM6,Caithness & Sutherland and Ross & Cromarty,UKM61
IV24,GBR,Scotland,UKM,Highlands and Islands,UKM6,Caithness & Sutherland and Ross & Cromarty,UKM61
IV25,GBR,Scotland,UKM,Highlands and Islands,UKM6,Caithness & Sutherland and Ross & Cromarty,UKM61
IV26,GBR,Scotland,UKM,Highlands and Islands,UKM6,Caithness & Sutherland and Ross & Cromarty,UKM61
IV27,GBR,Scotland,UKM,Highlands and Islands,UKM6,Caithness & Sutherland and Ross & Cromarty,UKM61
IV28,GBR,Scotland,UKM,Highlands and Islands,UKM6,Caithness & Sutherland and Ross & Cromarty,UKM61
IV3,GBR,Scotland,UKM,Highlands and Islands,UKM6,"Inverness & Nairn and Moray, Badenoch & Strathspey",UKM62
IV30,GBR,Scotland,UKM,Highlands and Islands,UKM6,"Inverness & Nairn and Moray, Badenoch & Strathspey",UKM62
IV31,GBR,Scotland,UKM,Highlands and Islands,UKM6,"Inverness & Nairn and Moray, Badenoch & Strathspey",UKM62
IV32,GBR,Scotland,UKM,Highlands and Islands,UKM6,"Inverness & Nairn and Moray, Badenoch & Strathspey",UKM62
IV36,GBR,Scotland,UKM,Highlands and Islands,UKM6,"Inverness & Nairn and Moray, Badenoch & Strathspey",UKM62
IV4,GBR,Scotland,UKM,Highlands and Islands,UKM6,"Inverness & Nairn and Moray, Badenoch & Strathspey",UKM62
IV40,GBR,Scotland,UKM,Highlands and Islands,UKM6,"Lochaber, Skye & Lochalsh, Arran & Cumbrae and Argyll & Bute",UKM63
IV41,GBR,Scotland,UKM,Highlands and Islands,UKM6,"Lochaber, Skye & Lochalsh, Arran & Cumbrae and Argyll & Bute",UKM63
IV42,GBR,Scotland,UKM,Highlands and Islands,UKM6,"Lochaber, Skye & Lochalsh, Arran & Cumbrae and Argyll & Bute",UKM63
IV43,GBR,Scotland,UKM,Highlands and Islands,UKM6,"Lochaber, Skye & Lochalsh, Arran & Cumbrae and Argyll & Bute",UKM63
IV44,GBR,Scotland,UKM,Highlands and Islands,UKM6,"Lochaber, Skye & Lochalsh, Arran & Cumbrae and Argyll & Bute",UKM63
IV45,GBR,Scotland,UKM,Highlands and Islands,UKM6,"Lochaber, Skye & Lochalsh, Arran & Cumbrae and Argyll & Bute",UKM63
IV46,GBR,Scotland,UKM,Highlands and Islands,UKM6,"Lochaber, Skye & Lochalsh, Arran & Cumbrae and Argyll & Bute",UKM63
IV47,GBR,Scotland,UKM,Highlands and Islands,UKM6,"Lochaber, Skye & Lochalsh, Arran & Cumbrae and Argyll & Bute",UKM63
IV48,GBR,Scotland,UKM,Highlands and Islands,UKM6,"Lochaber, Skye & Lochalsh, Arran & Cumbrae and Argyll & Bute",UKM63
IV49,GBR,Scotland,UKM,Highlands and Islands,UKM6,"Lochaber, Skye & Lochalsh, Arran & Cumbrae and Argyll & Bute",UKM63
IV5,GBR,Scotland,UKM,Highlands and Islands,UKM6,"Inverness & Nairn and Moray, Badenoch & Strathspey",UKM62
IV51,GBR,Scotland,UKM,Highlands and Islands,UKM6,"Lochaber, Skye & Lochalsh, Arran & Cumbrae and Argyll & Bute",UKM63
IV52,GBR,Scotland,UKM,Highlands and Islands,UKM6,"Lochaber, Skye & Lochalsh, Arran & Cumbrae and Argyll & Bute",UKM63
IV53,GBR,Scotland,UKM,Highlands and Islands,UKM6,"Lochaber, Skye & Lochalsh, Arran & Cumbrae and Argyll & Bute",UKM63
IV54,GBR,Scotland,UKM,Highlands and Islands,UKM6,Caithness & Sutherland and Ross & Cromarty,UKM61
IV55,GBR,Scotland,UKM,Highlands and Islands,UKM6,"Lochaber, Skye & Lochalsh, Arran & Cumbrae and Argyll & Bute",UKM63
IV56,GBR,Scotland,UKM,Highlands and Islands,UKM6,"Lochaber, Skye & Lochalsh, Arran & Cumbrae and Argyll & Bute",UKM63
IV6,GBR,Scotland,UKM,Highlands and Islands,UKM6,Caithness & Sutherland and Ross & Cromarty,UKM61
IV63,GBR,Scotland,UKM,Highlands and Islands,UKM6,"Inverness & Nairn and Moray, Badenoch & Strathspey",UKM62
IV7,GBR,Scotland,UKM,Highlands and Islands,UKM6,Caithness & Sutherland and Ross & Cromarty,UKM61
IV8,GBR,Scotland,UKM,Highlands and Islands,UKM6,Caithness & Sutherland and Ross & Cromarty,UKM61
IV9,GBR,Scotland,UKM,Highlands and Islands,UKM6,Caithness & Sutherland and Ross & Cromarty,UKM61
IV99,GBR,Scotland,UKM,Highlands and Islands,UKM6,"Inverness & Nairn and Moray, Badenoch & Strathspey",UKM62
KA1,GBR,Scotland,UKM,Southern Scotland,UKM9,East Ayrshire and North Ayrshire mainland,UKM93
KA10,GBR,Scotland,UKM,Southern Scotland,UKM9,South Ayrshire,UKM94
KA11,GBR,Scotland,UKM,Southern Scotland,UKM9,East Ayrshire and North Ayrshire mainland,UKM93
KA12,GBR,Scotland,UKM,Southern Scotland,UKM9,East Ayrshire and North Ayrshire mainland,UKM93
KA13,GBR,Scotland,UKM,Southern Scotland,UKM9,East Ayrshire and North Ayrshire mainland,UKM93
KA14,GBR,Scotland,UKM,Southern Scotland,UKM9,East Ayrshire and North Ayrshire mainland,UKM93
KA15,GBR,Scotland,UKM,Southern Scotland,UKM9,East Ayrshire and North Ayrshire mainland,UKM93
KA16,GBR,Scotland,UKM,Southern Scotland,UKM9,East Ayrshire and North Ayrshire mainland,UKM93
KA17,GBR,Scotland,UKM,Southern Scotland,UKM9,East Ayrshire and North Ayrshire mainland,UKM93
KA18,GBR,Scotland,UKM,Southern Scotland,UKM9,East Ayrshire and North Ayrshire mainland,UKM93
KA19,GBR,Scotland,UKM,Southern Scotland,UKM9,South Ayrshire,UKM94
KA2,GBR,Scotland,UKM,Southern Scotland,UKM9,East Ayrshire and North Ayrshire mainland,UKM93
KA20,GBR,Scotland,UKM,Southern Scotland,UKM9,East Ayrshire and North Ayrshire mainland,UKM93
KA21,GBR,Scotland,UKM,Southern Scotland,UKM9,East Ayrshire and North Ayrshire mainland,UKM93
KA22,GBR,Scotland,UKM,Southern Scotland,UKM9,East Ayrshire and North Ayrshire mainland,UKM93
KA23,GBR,Scotland,UKM,Southern Scotland,UKM9,East Ayrshire and North Ayrshire mainland,UKM93
KA24,GBR,Scotland,UKM,Southern Scotland,UKM9,East Ayrshire and North Ayrshire mainland,UKM93
KA25,GBR,Scotland,UKM,Southern Scotland,UKM9,East Ayrshire and North Ayrshire mainland,UKM93
KA26,GBR,Scotland,UKM,Southern Scotland,UKM9,South Ayrshire,UKM94
KA27,GBR,Scotland,UKM,Highlands and Islands,UKM6,"Lochaber, Skye & Lochalsh, Arran & Cumbrae and Argyll & Bute",UKM63
KA28,GBR,Scotland,UKM,Highlands and Islands,UKM6,"Lochaber, Skye & Lochalsh, Arran & Cumbrae and Argyll & Bute",UKM63
KA29,GBR,Scotland,UKM,Southern Scotland,UKM9,East Ayrshire and North Ayrshire mainland,UKM93
KA3,GBR,Scotland,UKM,Southern Scotland,UKM9,East Ayrshire and North Ayrshire mainland,UKM93
KA30,GBR,Scotland,UKM,Southern Scotland,UKM9,East Ayrshire and North Ayrshire mainland,UKM93
KA4,GBR,Scotland,UKM,Southern Scotland,UKM9,East Ayrshire and North Ayrshire mainland,UKM93
KA5,GBR,Scotland,UKM,Southern Scotland,UKM9,East Ayrshire and North Ayrshire mainland,UKM93
KA6,GBR,Scotland,UKM,Southern Scotland,UKM9,East Ayrshire and North Ayrshire mainland,UKM93
KA7,GBR,Scotland,UKM,Southern Scotland,UKM9,South Ayrshire,UKM94
KA8,GBR,Scotland,UKM,Southern Scotland,UKM9,South Ayrshire,UKM94
KA9,GBR,Scotland,UKM,Southern Scotland,UKM9,South Ayrshire,UKM94
KT1,GBR,London,UKI,Outer London — South,UKI6,"Merton, Kingston upon Thames and Sutton",UKI63
KT10,GBR,South East (England),UKJ,"Surrey, East and West Sussex",UKJ2,West Surrey,UKJ25
KT11,GBR,South East (England),UKJ,"Surrey, East and West Sussex",UKJ2,West Surrey,UKJ25
KT12,GBR,South East (England),UKJ,"Surrey, East and West Sussex",UKJ2,West Surrey,UKJ25
KT13,GBR,South East (England),UKJ,"Surrey, East and West Sussex",UKJ2,West Surrey,UKJ25
KT14,GBR,South East (England),UKJ,"Surrey, East and West Sussex",UKJ2,West Surrey,UKJ25
KT15,GBR,South East (England),UKJ,"Surrey, East and West Sussex",UKJ2,West Surrey,UKJ25
KT16,GBR,South East (England),UKJ,"Surrey, East and West Sussex",UKJ2,West Surrey,UKJ25
KT17,GBR,South East (England),UKJ,"Surrey, East and West Sussex",UKJ2,East Surrey,UKJ26
KT18,GBR,South East (England),UKJ,"Surrey, East and West Sussex",UKJ2,East Surrey,UKJ26
KT19,GBR,South East (England),UKJ,"Surrey, East and West Sussex",UKJ2,East Surrey,UKJ26
KT2,GBR,London,UKI,Outer London — South,UKI6,"Merton, Kingston upon Thames and Sutton",UKI63
KT20,GBR,South East (England),UKJ,"Surrey, East and West Sussex",UKJ2,East Surrey,UKJ26
KT21,GBR,South East (England),UKJ,"Surrey, East and West Sussex",UKJ2,East Surrey,UKJ26
